price,accommodates,bathrooms,bedrooms,beds,Elevator in building,Internet,Family/kid friendly,Wireless Internet,Buzzer/wireless intercom,Kitchen,Doorman,Wheelchair accessible,Cable TV,Hot tub,Gym,Pool,TV,Dryer,Washer,Essentials,Shampoo,Heating,Air conditioning,Pets allowed,Suitable for events,Smoking allowed,Indoor fireplace,Breakfast,Laptop friendly workspace,Iron,Hangers,Hair dryer,Private living room,Private entrance,Parking,restaurant,atm,cinema,hospital,nightclub,park,mall,gallery,museum,supermarket,bus_stop,minimum_nights_MN1,minimum_nights_MN2,minimum_nights_MN3,minimum_nights_MN_,number_of_reviews_H,number_of_reviews_L,number_of_reviews_M,number_of_reviews_O,instant_bookable_f,instant_bookable_t,num_page_saved_H,num_page_saved_L,num_page_saved_M,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,bed_type_Other,bed_type_Real Bed,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,property_type_Apartment,property_type_Condominium,property_type_House,property_type_Other,calculated_host_listings_count_M,calculated_host_listings_count_S
250,2,1.0,1.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,90.0,228,303,1599.0,24.0,2837,187.0,1183.0,180.0,177,103.0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
45,1,1.0,1.0,1.0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0,379,1121,2227.0,935.0,2789,881.0,644.0,396.0,375,142.0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
65,1,2.0,1.0,1.0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,122.0,161,819,2198.0,600.0,2938,670.0,879.0,492.0,197,76.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
155,2,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0,2480,3463,3659.0,2935.0,427,3272.0,2279.0,2643.0,2387,1500.0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0
105,2,1.0,1.0,1.0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,228.0,174,739,2212.0,494.0,2880,640.0,972.0,495.0,206,112.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
199,16,2.5,4.0,4.0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,751.0,854,1641,1836.0,1545.0,1332,1767.0,865.0,875.0,835,830.0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
186,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,99.0,231,818,1629.0,588.0,2608,428.0,575.0,251.0,263,166.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
50,2,1.0,1.0,1.0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,127.0,832,902,613.0,1027.0,1486,2121.0,2041.0,811.0,480,177.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
215,6,2.0,2.0,3.0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,269.0,414,900,1104.0,1363.0,1625,1361.0,890.0,133.0,295,159.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
98,2,1.0,1.0,1.0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,171.0,261,853,2547.0,276.0,2498,925.0,1343.0,836.0,343,282.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
60,1,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,357.0,579,669,462.0,1102.0,1641,1857.0,1778.0,605.0,381,189.0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
229,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,227.0,392,936,1152.0,1408.0,1639,1334.0,832.0,183.0,259,177.0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
149,3,1.0,1.0,2.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,32.0,264,357,1938.0,204.0,3065,309.0,1087.0,301.0,68,214.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
120,3,1.0,2.0,2.0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,133.0,233,1118,2579.0,673.0,2642,1045.0,1111.0,806.0,200,233.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
149,6,1.0,1.0,3.0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,67.0,236,1117,1661.0,882.0,2354,727.0,280.0,235.0,239,316.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
179,3,1.0,1.0,1.0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,67.0,251,258,1635.0,70.0,2860,217.0,1219.0,142.0,198,119.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
98,2,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,27.0,300,1020,2221.0,157.0,2179,1198.0,1693.0,1146.0,184,85.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
80,4,1.0,1.0,2.0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,101.0,256,971,2572.0,444.0,2535,977.0,1248.0,853.0,227,210.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
140,4,2.0,2.0,2.0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,11.0,139,887,1178.0,1149.0,1907,1058.0,651.0,345.0,20,71.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
70,1,2.0,1.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,89.0,144,365,2171.0,147.0,2819,562.0,1339.0,569.0,51,55.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
54,2,1.0,1.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,143.0,352,1205,2604.0,672.0,2526,1160.0,1228.0,934.0,317,138.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1
70,2,1.0,1.0,1.0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,50.0,277,964,2174.0,777.0,2900,747.0,718.0,377.0,304,197.0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
54,2,0.5,1.0,1.0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,61.0,238,1018,1440.0,739.0,2364,610.0,489.0,393.0,86,298.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
199,4,2.0,2.0,2.0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,53.0,104,890,1195.0,1088.0,1968,995.0,618.0,402.0,83,61.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
98,6,1.0,1.0,3.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,52.0,36,813,1122.0,1061.0,1996,979.0,686.0,379.0,113,118.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
50,2,1.0,1.0,1.0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,48.0,250,981,1495.0,712.0,2413,575.0,480.0,335.0,148,289.0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
120,2,1.0,1.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115.0,73,866,1186.0,1017.0,2039,926.0,619.0,450.0,149,75.0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
199,2,1.0,1.0,1.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,71.0,192,1000,1350.0,821.0,2256,707.0,506.0,501.0,37,218.0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
155,4,1.0,1.0,2.0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,73.0,301,1117,1596.0,868.0,2323,719.0,310.0,288.0,224,349.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
54,2,1.0,1.0,1.0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,27.0,205,984,1433.0,703.0,2395,576.0,521.0,397.0,107,262.0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
82,2,1.0,1.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,241.0,678,747,473.0,1117.0,1513,1968.0,1921.0,672.0,355,107.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
98,4,1.0,1.0,1.0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,38.0,306,1053,1592.0,805.0,2381,656.0,365.0,258.0,216,299.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0
159,4,1.5,2.0,2.0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,32.0,300,1050,1598.0,804.0,2386,654.0,364.0,251.0,223,292.0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0
120,4,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,105.0,254,1159,1651.0,919.0,2309,767.0,247.0,275.0,194,361.0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
166,5,1.5,2.0,3.0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,48.0,289,1095,1606.0,848.0,2348,698.0,322.0,266.0,231,324.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
189,4,1.0,1.0,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,53.0,137,809,1093.0,1163.0,1896,1084.0,737.0,278.0,73,55.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
80,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,136.0,138,1026,2492.0,625.0,2693,950.0,1068.0,739.0,104,160.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1
120,2,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,390,1143,2485.0,529.0,2414,1153.0,1344.0,1017.0,355,39.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
132,4,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,95.0,121,979,1273.0,1158.0,1905,1055.0,562.0,418.0,107,74.0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
130,2,1.0,1.0,1.0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,110.0,172,298,1583.0,115.0,2761,349.0,1336.0,57.0,279,132.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
134,2,1.0,1.0,1.0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,126.0,334,1012,2519.0,416.0,2456,1042.0,1324.0,925.0,304,172.0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
136,3,1.0,1.0,2.0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,47.0,43,604,1518.0,327.0,2764,196.0,839.0,201.0,132,65.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
130,3,1.0,1.0,2.0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,63.0,256,312,1568.0,83.0,2785,255.0,1240.0,141.0,247,63.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
89,2,1.0,1.0,1.0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,175.0,498,1331,2497.0,730.0,2413,1303.0,1348.0,1073.0,243,154.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
132,4,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,47.0,107,891,1194.0,1095.0,1962,1002.0,620.0,397.0,77,63.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
165,4,1.0,2.0,2.0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,24.0,169,350,1843.0,204.0,3099,214.0,1048.0,232.0,157,204.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
140,3,2.0,1.0,2.0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,303.0,579,1331,2345.0,650.0,2265,1353.0,1489.0,1190.0,351,11.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
105,4,1.0,1.0,1.0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,41.0,96,157,1950.0,86.0,3041,379.0,1291.0,339.0,229,19.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
118,2,1.0,1.0,1.0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,239.0,231,675,2199.0,434.0,2866,605.0,1021.0,479.0,258,80.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
80,1,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,316,1019,2187.0,835.0,2864,791.0,683.0,371.0,339,170.0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
100,4,1.0,1.0,1.0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,153.0,428,1151,2441.0,507.0,2370,1176.0,1388.0,1051.0,393,67.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
94,2,1.0,1.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,139.0,283,992,2326.0,219.0,2276,1124.0,1559.0,1051.0,311,129.0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
130,4,1.5,1.0,2.0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,58.0,300,1289,1618.0,1060.0,2144,916.0,188.0,434.0,28,357.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
112,2,1.0,1.0,1.0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,98.0,194,527,1947.0,369.0,3047,355.0,932.0,232.0,149,54.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
190,4,1.0,1.0,2.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,65.0,202,375,1878.0,243.0,3106,251.0,1038.0,237.0,119,193.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
129,2,1.0,1.0,1.0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,15.0,263,399,2010.0,206.0,2996,382.0,1101.0,349.0,20,174.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
120,3,1.0,1.0,2.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,86.0,94,493,1599.0,244.0,2879,86.0,920.0,158.0,100,137.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
80,2,1.0,0.0,1.0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,49.0,67,236,1671.0,82.0,2818,417.0,1418.0,54.0,179,80.0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
93,2,1.0,0.0,1.0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,34.0,277,1243,1579.0,1001.0,2180,858.0,238.0,409.0,89,335.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
120,4,1.0,1.0,2.0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,84.0,311,1148,2605.0,619.0,2530,1112.0,1223.0,913.0,275,121.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1
125,4,1.0,1.0,1.0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,95.0,89,164,2041.0,18.0,2964,532.0,1459.0,379.0,248,97.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
179,4,1.0,1.0,3.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,99.0,194,276,1600.0,101.0,2794,305.0,1298.0,82.0,282,114.0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
129,2,1.0,1.0,1.0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,30.0,248,1080,1648.0,844.0,2381,689.0,318.0,221.0,252,288.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
110,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,119.0,294,1177,2175.0,1007.0,2704,905.0,540.0,351.0,290,218.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
70,2,1.0,1.0,1.0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,47.0,247,1039,1427.0,757.0,2342,630.0,485.0,410.0,63,312.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
60,1,1.0,1.0,1.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,208.0,34,924,2393.0,564.0,2756,841.0,1024.0,668.0,6,79.0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
125,2,1.0,1.0,1.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.0,229,676,2210.0,423.0,2853,614.0,1033.0,491.0,255,68.0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
80,2,1.0,1.0,1.0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,61.0,349,1157,2216.0,978.0,2745,904.0,603.0,386.0,345,160.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
60,1,1.0,1.0,1.0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,55.0,331,1128,2189.0,952.0,2765,872.0,595.0,358.0,328,182.0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
98,3,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,195.0,385,1080,2310.0,327.0,2252,1182.0,1544.0,1092.0,349,79.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
98,4,1.0,1.0,2.0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,117.0,78,916,1342.0,615.0,2450,510.0,653.0,437.0,185,161.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
117,2,1.0,1.0,1.0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,12.0,297,1029,1606.0,785.0,2408,634.0,380.0,236.0,233,271.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
155,4,1.0,1.0,2.0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,71.0,125,472,1766.0,292.0,2961,179.0,915.0,92.0,113,88.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
90,2,1.0,1.0,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,128.0,495,1347,2536.0,768.0,2450,1305.0,1316.0,1051.0,212,155.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1
199,4,1.0,1.0,2.0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,36.0,119,337,1596.0,176.0,2720,472.0,1458.0,84.0,258,29.0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0
65,1,2.0,1.0,1.0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40.0,230,873,2129.0,688.0,2933,665.0,753.0,375.0,293,152.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1
199,4,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,9.0,260,1053,1639.0,816.0,2402,662.0,346.0,214.0,263,269.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
80,2,1.0,1.0,1.0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,108.0,125,881,2247.0,632.0,2915,733.0,877.0,510.0,158,37.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
