price,accommodates,bathrooms,bedrooms,beds,Elevator in building,Internet,Family/kid friendly,Wireless Internet,Buzzer/wireless intercom,Kitchen,Doorman,Wheelchair accessible,Cable TV,Hot tub,Gym,Pool,TV,Dryer,Washer,Essentials,Shampoo,Heating,Air conditioning,Pets allowed,Suitable for events,Smoking allowed,Indoor fireplace,Breakfast,Laptop friendly workspace,Iron,Hangers,Hair dryer,Private living room,Private entrance,Parking,restaurant,atm,cinema,hospital,nightclub,park,mall,gallery,museum,supermarket,bus_stop,minimum_nights_MN1,minimum_nights_MN2,minimum_nights_MN3,minimum_nights_MN_,number_of_reviews_H,number_of_reviews_L,number_of_reviews_M,number_of_reviews_O,instant_bookable_f,instant_bookable_t,num_page_saved_H,num_page_saved_L,num_page_saved_M,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,bed_type_Other,bed_type_Real Bed,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,property_type_Apartment,property_type_Condominium,property_type_House,property_type_Other,calculated_host_listings_count_M,calculated_host_listings_count_S
195,4,2.0,3.0,3.0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,488.0,1202,2815,546.0,668.0,1948,2420.0,2481.0,1829.0,493,375.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1
45,2,1.0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,379.0,1158,1629,2097.0,1439.0,1346,4281.0,4341.0,3156.0,306,142.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
85,2,1.0,1.0,2.0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,773.0,1303,2882,741.0,810.0,1840,2526.0,2585.0,1769.0,209,393.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
40,1,1.0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,460.0,1763,1621,2770.0,2106.0,862,4958.0,5018.0,3687.0,834,308.0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
199,3,1.0,2.0,2.0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,122.0,342,1956,817.0,205.0,2352,3154.0,3215.0,1956.0,195,351.0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
54,2,1.0,1.0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.0,1210,2786,436.0,670.0,1974,2356.0,2417.0,1836.0,582,278.0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1
35,2,1.0,1.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,505.0,589,1781,1412.0,754.0,1998,3637.0,3698.0,2592.0,387,176.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
205,4,2.0,2.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,393.0,1152,1669,2072.0,1416.0,1355,4246.0,4306.0,3156.0,278,98.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0
65,2,1.0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,889.0,980,2401,1178.0,723.0,2263,3157.0,3217.0,2350.0,552,421.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1
120,6,2.0,4.0,4.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,140.0,414,2027,747.0,142.0,2378,3082.0,3143.0,1946.0,153,331.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
50,2,1.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,338.0,1164,1430,2181.0,1514.0,1372,4412.0,4473.0,3120.0,449,254.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
50,2,1.0,1.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,662.0,1324,1963,2066.0,1490.0,1260,4189.0,4248.0,3297.0,411,94.0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
65,2,1.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,214.0,324,1526,1385.0,725.0,2180,3699.0,3760.0,2332.0,213,232.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1
60,2,1.0,1.0,2.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,639.0,946,2511,813.0,503.0,2211,2831.0,2891.0,2140.0,429,518.0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
65,2,1.0,1.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,977.0,1231,2729,836.0,836.0,2025,2850.0,2909.0,2000.0,205,184.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
94,5,1.0,1.0,1.0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,382.0,1155,1641,2089.0,1431.0,1349,4269.0,4330.0,3155.0,296,128.0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
40,2,1.0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,348.0,1195,2785,403.0,655.0,1998,2358.0,2419.0,1857.0,563,272.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
70,3,1.0,1.0,2.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,100.0,653,1153,1785.0,1135.0,1990,4112.0,4173.0,2511.0,490,52.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1
70,4,2.0,2.0,2.0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,173.0,1042,2650,239.0,516.0,2210,2460.0,2521.0,1985.0,557,285.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
50,4,2.0,1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,717.0,1446,2090,2046.0,1580.0,1194,4213.0,4272.0,3282.0,534,76.0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
39,2,1.0,1.0,1.0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,470.0,1160,750,2305.0,1665.0,1855,4641.0,4702.0,2816.0,275,102.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
60,2,1.5,1.0,1.0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,304.0,1012,1108,2120.0,1457.0,1661,4421.0,4482.0,2867.0,491,300.0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
136,2,1.0,1.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,240.0,852,961,1994.0,1351.0,1934,4328.0,4389.0,2613.0,517,128.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
101,3,1.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,165.0,812,1038,1947.0,1298.0,1906,4275.0,4336.0,2620.0,592,154.0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
70,1,1.0,1.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,571,1151,1713.0,1075.0,2099,4051.0,4112.0,2400.0,408,66.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
98,6,1.0,2.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,127.0,369,1366,1496.0,850.0,2180,3827.0,3888.0,2311.0,210,292.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
53,2,1.0,1.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,140.0,1075,2680,205.0,553.0,2197,2423.0,2484.0,1968.0,516,304.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
65,4,1.0,1.0,2.0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,201.0,857,1013,1992.0,1343.0,1880,4319.0,4380.0,2655.0,561,184.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
100,4,1.0,1.0,2.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,516.0,1276,1150,2369.0,1703.0,1438,4651.0,4711.0,3126.0,392,464.0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
54,3,1.0,1.0,2.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,164.0,368,1984,818.0,172.0,2416,3144.0,3205.0,2014.0,233,371.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
149,4,1.0,2.0,2.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,287.0,521,1462,1568.0,902.0,1986,3862.0,3923.0,2515.0,390,264.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
58,2,1.5,1.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,611.0,1591,1442,2629.0,1962.0,1064,4853.0,4913.0,3493.0,650,303.0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
31,1,1.0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,909.0,986,2259,1379.0,871.0,2006,3417.0,3476.0,2580.0,343,163.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
80,3,1.0,1.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,266.0,308,1761,1173.0,505.0,2293,3466.0,3527.0,2287.0,324,57.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
74,2,1.0,1.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,788.0,1345,2462,1405.0,1248.0,1775,3605.0,3663.0,2640.0,460,89.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
82,3,1.0,1.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,437,1241,1582.0,951.0,2202,3923.0,3984.0,2290.0,275,194.0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
54,2,1.0,1.0,1.0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,607.0,649,1989,1263.0,637.0,2114,3438.0,3499.0,2583.0,409,138.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
65,3,1.0,1.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,171.0,319,1473,1413.0,758.0,2192,3735.0,3796.0,2311.0,185,269.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0
45,1,1.0,1.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,339.0,1041,2657,405.0,501.0,2136,2507.0,2568.0,2004.0,630,375.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
80,2,1.0,0.0,1.0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,337.0,1045,2661,402.0,505.0,2132,2503.0,2564.0,2000.0,633,377.0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1
175,2,1.0,0.0,1.0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,301.0,912,906,2056.0,1415.0,1924,4391.0,4452.0,2644.0,456,82.0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
56,4,1.0,1.0,2.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,488.0,1314,1478,2321.0,1655.0,1228,4536.0,4596.0,3266.0,559,156.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
250,5,2.0,2.0,2.0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,648.0,1520,1171,2614.0,1947.0,1306,4890.0,4950.0,3340.0,382,512.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0
49,2,1.0,1.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,735.0,817,2252,1131.0,602.0,2261,3209.0,3269.0,2461.0,551,329.0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
133,2,1.0,1.0,1.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,92.0,650,1288,1746.0,1084.0,1906,4052.0,4113.0,2584.0,491,70.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
23,2,2.5,1.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,306.0,1078,1599,2026.0,1365.0,1426,4223.0,4283.0,3077.0,245,63.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
54,2,2.0,1.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,609.0,1595,1397,2646.0,1978.0,1095,4879.0,4939.0,3482.0,606,349.0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
84,2,1.0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,405.0,1817,1640,2826.0,2162.0,828,5011.0,5071.0,3737.0,858,259.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
78,4,1.0,2.0,2.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,560.0,601,1982,1210.0,579.0,2170,3403.0,3463.0,2524.0,469,199.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
65,2,1.0,1.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,570.0,661,2145,1043.0,459.0,2332,3206.0,3267.0,2463.0,614,352.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
100,2,1.0,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,573.0,700,2230,938.0,396.0,2440,3090.0,3151.0,2413.0,616,462.0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
60,3,1.0,1.0,2.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,733.0,1366,2107,1937.0,1474.0,1312,4095.0,4154.0,3171.0,427,165.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
50,3,1.0,1.0,2.0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,355.0,1895,1723,2890.0,2229.0,739,5059.0,5119.0,3823.0,944,253.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
62,3,1.5,1.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,483.0,527,1866,1265.0,611.0,2135,3492.0,3553.0,2495.0,474,101.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0
150,6,1.5,4.0,5.0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,230.0,1021,2634,296.0,488.0,2200,2491.0,2552.0,2031.0,577,296.0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
60,2,1.0,1.0,2.0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,543.0,1272,1806,2139.0,1495.0,1252,4266.0,4326.0,3284.0,362,54.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
69,2,1.0,1.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,429.0,502,1653,1435.0,768.0,2026,3700.0,3761.0,2519.0,418,179.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0
40,2,1.0,1.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,250.0,290,1781,1133.0,466.0,2334,3431.0,3492.0,2252.0,327,97.0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
98,2,1.0,0.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,477.0,1234,773,2377.0,1731.0,1782,4708.0,4769.0,2905.0,188,190.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
25,2,1.0,1.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,566.0,1090,2692,630.0,573.0,2045,2580.0,2641.0,1947.0,424,533.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0
74,3,1.0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,72.0,777,1334,1840.0,1173.0,1760,4124.0,4185.0,2730.0,391,31.0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
54,2,1.0,0.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,711.0,1548,1626,2527.0,1866.0,988,4704.0,4764.0,3507.0,737,116.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
33,2,1.0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,651.0,1342,2830,706.0,819.0,1795,2377.0,2437.0,1694.0,374,342.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
39,1,1.0,1.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,264.0,736,1623,1668.0,1004.0,1778,3899.0,3959.0,2750.0,184,270.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
90,2,1.0,1.0,1.0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,439.0,1189,1709,2094.0,1442.0,1320,4254.0,4314.0,3196.0,300,69.0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
49,1,1.0,1.0,1.0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,632.0,1411,1207,2495.0,1827.0,1321,4764.0,4825.0,3264.0,419,423.0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
50,2,1.0,1.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,498.0,1100,1861,1910.0,1275.0,1469,4032.0,4092.0,3117.0,196,170.0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
96,5,2.5,3.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,695.0,1128,2079,1738.0,1192.0,1595,3835.0,3894.0,2961.0,153,262.0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
27,1,1.0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,333.0,695,1672,1598.0,936.0,1834,3824.0,3885.0,2712.0,223,318.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
150,4,1.0,2.0,2.0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,382.0,1115,1692,2021.0,1368.0,1396,4191.0,4251.0,3124.0,227,82.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1
36,2,1.0,1.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,654.0,1483,2647,696.0,911.0,1672,2193.0,2253.0,1549.0,520,279.0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
54,1,1.0,1.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,495.0,1314,1366,2355.0,1687.0,1278,4595.0,4655.0,3235.0,602,249.0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
65,2,1.0,0.0,1.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,617,1091,1763.0,1129.0,2100,4103.0,4164.0,2409.0,456,33.0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
54,2,1.0,1.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,75.0,899,1401,1929.0,1261.0,1623,4187.0,4248.0,2867.0,320,82.0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
80,2,1.0,0.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,389.0,1154,1177,2241.0,1575.0,1504,4523.0,4584.0,3028.0,468,374.0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
60,2,1.0,1.0,1.0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,493.0,1041,2651,558.0,514.0,2099,2579.0,2640.0,1990.0,506,463.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
60,2,1.0,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,505.0,1616,2299,1992.0,1699.0,1163,4217.0,4275.0,3228.0,354,102.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
